"날짜","종가","오픈","고가","저가","변동 %"
"2019년 03월 08일","168.51","169.01","169.31","168.30","-0.18%"
"2019년 03월 07일","168.81","168.12","169.19","167.86","0.53%"
"2019년 03월 06일","167.92","167.84","168.54","167.74","0.16%"
"2019년 03월 05일","167.65","167.95","168.43","167.72","-0.05%"
"2019년 03월 04일","167.73","168.15","168.39","167.60","-0.14%"
"2019년 03월 01일","167.96","168.20","168.27","167.59","0.02%"
"2019년 02월 28일","167.92","167.21","168.38","167.03","0.59%"
"2019년 02월 27일","166.94","166.51","167.72","166.38","0.38%"
"2019년 02월 26일","166.30","166.84","167.37","166.30","-0.16%"
"2019년 02월 25일","166.57","167.30","167.96","166.69","-0.28%"
"2019년 02월 22일","167.03","167.51","167.77","166.96","-0.18%"
"2019년 02월 21일","167.33","167.12","168.07","166.90","0.26%"
"2019년 02월 20일","166.89","166.15","167.34","165.98","0.58%"
"2019년 02월 19일","165.93","166.46","166.96","166.02","-0.19%"
"2019년 02월 18일","166.24","166.27","166.63","165.90","0.12%"
"2019년 02월 15일","166.04","166.32","166.85","166.13","-0.17%"
"2019년 02월 14일","166.32","166.50","166.79","166.12","-0.11%"
"2019년 02월 13일","166.50","165.51","166.59","165.41","0.59%"
"2019년 02월 12일","165.53","165.77","166.16","165.45","-0.15%"
"2019년 02월 11일","165.78","166.63","166.88","165.56","-0.56%"
"2019년 02월 08일","166.72","166.76","167.23","166.24","-0.02%"
"2019년 02월 07일","166.76","166.32","167.13","166.12","0.26%"
"2019년 02월 06일","166.32","165.70","166.41","165.64","0.40%"
"2019년 02월 05일","165.65","166.03","166.41","165.58","-0.23%"
"2019년 02월 04일","166.03","165.91","166.56","165.81","0.04%"
"2019년 02월 01일","165.97","165.94","166.59","165.63","-0.02%"
"2019년 01월 31일","166.01","165.42","166.54","165.19","0.36%"
"2019년 01월 30일","165.42","166.11","166.76","165.17","-0.38%"
"2019년 01월 29일","166.05","165.90","166.43","165.55","0.10%"
"2019년 01월 28일","165.88","165.75","166.22","165.51","0.04%"
"2019년 01월 25일","165.81","166.21","166.43","165.50","-0.28%"
"2019년 01월 24일","166.27","165.92","166.82","165.82","0.25%"
"2019년 01월 23일","165.85","166.27","166.42","165.75","-0.23%"
"2019년 01월 22일","166.24","166.68","166.76","165.93","-0.38%"
"2019년 01월 21일","166.88","166.19","166.91","165.84","0.46%"
"2019년 01월 18일","166.12","165.66","166.19","165.29","0.27%"
"2019년 01월 17일","165.68","165.86","166.35","165.27","-0.12%"
"2019년 01월 16일","165.88","166.07","166.47","165.47","-0.13%"
"2019년 01월 15일","166.09","165.75","166.38","165.41","0.21%"
"2019년 01월 14일","165.75","165.34","166.53","165.30","0.25%"
"2019년 01월 11일","165.34","164.72","165.81","164.59","0.41%"
"2019년 01월 10일","164.66","163.95","165.26","163.88","0.38%"
"2019년 01월 09일","164.04","163.92","164.53","163.71","0.12%"
"2019년 01월 08일","163.84","163.15","164.49","163.03","0.43%"
"2019년 01월 07일","163.14","162.43","163.82","162.26","0.34%"
"2019년 01월 04일","162.59","163.88","164.47","162.43","-0.76%"
"2019년 01월 03일","163.84","163.21","164.47","163.07","0.37%"
"2019년 01월 02일","163.24","161.90","163.76","161.90","0.90%"
"2019년 01월 01일","161.78","162.00","162.09","161.76","-0.14%"
"2018년 12월 31일","162.00","162.40","162.50","161.49","-0.25%"
"2018년 12월 28일","162.40","163.16","163.53","161.93","-0.45%"
"2018년 12월 27일","163.13","163.35","163.68","162.48","-0.04%"
"2018년 12월 26일","163.19","163.10","163.79","162.97","-0.13%"
"2018년 12월 25일","163.41","163.09","163.72","162.91","0.23%"
"2018년 12월 24일","163.04","163.46","163.56","162.79","-0.26%"
"2018년 12월 21일","163.47","163.07","163.62","162.34","0.25%"
"2018년 12월 20일","163.07","163.94","164.07","162.75","-0.51%"
"2018년 12월 19일","163.91","163.50","163.97","162.68","0.23%"
"2018년 12월 18일","163.53","163.78","164.28","163.37","-0.15%"
"2018년 12월 17일","163.77","163.89","164.35","163.60","-0.13%"
"2018년 12월 14일","163.98","163.58","164.60","163.44","0.26%"
"2018년 12월 13일","163.56","163.48","163.97","163.22","0.04%"
"2018년 12월 12일","163.49","163.68","164.19","163.29","-0.13%"
"2018년 12월 11일","163.70","163.26","164.19","163.26","0.28%"
"2018년 12월 10일","163.25","163.64","163.90","163.02","-0.21%"
"2018년 12월 07일","163.60","162.57","163.84","162.34","0.65%"
"2018년 12월 06일","162.54","162.47","163.29","162.20","0.02%"
"2018년 12월 05일","162.50","162.54","162.93","162.07","-0.04%"
"2018년 12월 04일","162.56","161.19","162.75","161.06","0.84%"
"2018년 12월 03일","161.20","160.96","161.68","160.23","0.14%"
"2018년 11월 30일","160.97","161.06","161.90","160.60","0.00%"
"2018년 11월 29일","160.97","161.57","161.99","160.84","-0.37%"
"2018년 11월 28일","161.56","162.59","162.91","161.40","-0.65%"
"2018년 11월 27일","162.62","162.79","163.09","162.34","-0.10%"
"2018년 11월 26일","162.78","163.14","163.28","162.32","-0.21%"
"2018년 11월 23일","163.13","163.77","163.97","162.73","-0.40%"
"2018년 11월 22일","163.79","162.84","163.79","162.72","0.58%"
"2018년 11월 21일","162.85","162.78","163.49","162.66","0.07%"
"2018년 11월 20일","162.74","162.18","162.90","162.13","0.36%"
"2018년 11월 19일","162.16","161.62","162.97","161.60","0.33%"
"2018년 11월 16일","161.63","162.54","163.13","161.35","-0.56%"
"2018년 11월 15일","162.54","162.99","163.41","162.12","-0.26%"
"2018년 11월 14일","162.97","162.76","163.71","162.34","0.19%"
"2018년 11월 13일","162.66","163.49","163.81","162.41","-0.59%"
"2018년 11월 12일","163.62","162.53","163.85","162.47","0.67%"
"2018년 11월 09일","162.53","161.73","162.82","161.54","0.48%"
"2018년 11월 08일","161.75","161.34","161.97","160.84","0.25%"
"2018년 11월 07일","161.34","162.15","162.56","161.28","-0.49%"
"2018년 11월 06일","162.14","161.83","162.87","161.83","0.20%"
"2018년 11월 05일","161.82","162.16","162.90","161.58","-0.27%"
"2018년 11월 02일","162.26","162.50","163.21","161.57","-0.09%"
"2018년 11월 01일","162.40","163.62","163.75","162.06","-0.81%"
"2018년 10월 31일","163.72","163.59","163.94","163.28","0.09%"
"2018년 10월 30일","163.57","164.28","164.47","163.21","-0.43%"
"2018년 10월 29일","164.28","164.34","164.50","163.50","0.04%"
"2018년 10월 26일","164.22","163.66","164.94","163.41","0.33%"
"2018년 10월 25일","163.68","164.13","164.40","163.25","-0.29%"
"2018년 10월 24일","164.15","163.72","164.26","162.85","0.28%"
"2018년 10월 23일","163.69","163.07","164.38","162.87","0.35%"
"2018년 10월 22일","163.12","163.36","164.07","162.73","-0.16%"
"2018년 10월 19일","163.38","164.22","164.44","162.96","-0.45%"
"2018년 10월 18일","164.12","162.90","164.35","162.78","0.74%"
"2018년 10월 17일","162.91","162.57","163.12","162.40","0.25%"
"2018년 10월 16일","162.50","163.47","164.12","162.12","-0.70%"
"2018년 10월 15일","163.64","163.44","164.22","162.94","0.13%"
"2018년 10월 12일","163.43","164.87","165.22","163.24","-0.84%"
"2018년 10월 11일","164.81","165.12","165.54","164.20","-0.19%"
"2018년 10월 10일","165.12","163.56","165.29","163.26","0.97%"
"2018년 10월 09일","163.54","163.69","164.49","163.46","-0.10%"
"2018년 10월 08일","163.71","164.80","165.02","163.63","-0.67%"
"2018년 10월 05일","164.82","165.03","165.14","164.19","-0.13%"
"2018년 10월 04일","165.03","163.85","165.18","163.78","0.72%"
"2018년 10월 03일","163.85","162.97","164.00","162.66","0.62%"
"2018년 10월 02일","162.84","162.03","163.32","161.88","0.43%"
"2018년 10월 01일","162.15","161.59","162.28","161.47","0.33%"
"2018년 09월 28일","161.62","161.65","161.75","160.81","-0.06%"
"2018년 09월 27일","161.72","162.31","162.47","161.20","-0.28%"
"2018년 09월 26일","162.18","162.66","162.78","161.58","-0.39%"
"2018년 09월 25일","162.81","163.41","163.50","162.62","-0.33%"
"2018년 09월 24일","163.35","162.65","163.62","162.54","0.47%"
"2018년 09월 21일","162.59","163.16","163.56","162.38","-0.35%"
"2018년 09월 20일","163.16","163.38","164.07","163.15","-0.14%"
"2018년 09월 19일","163.39","163.63","164.31","163.32","-0.15%"
"2018년 09월 18일","163.64","164.24","164.94","163.54","-0.38%"
"2018년 09월 17일","164.26","163.38","164.58","163.25","0.59%"
"2018년 09월 14일","163.29","163.69","163.94","162.84","-0.21%"
"2018년 09월 13일","163.63","163.18","164.25","162.99","0.21%"
"2018년 09월 12일","163.28","163.56","164.59","162.82","-0.15%"
"2018년 09월 11일","163.53","164.81","166.03","163.50","-0.78%"
"2018년 09월 10일","164.81","164.90","165.15","164.31","-0.06%"
"2018년 09월 07일","164.91","164.22","165.00","163.88","0.46%"
"2018년 09월 06일","164.16","163.82","164.59","163.47","0.12%"
"2018년 09월 05일","163.96","163.50","164.81","163.16","0.34%"
"2018년 09월 04일","163.40","162.97","164.00","162.94","0.25%"
"2018년 09월 03일","163.00","163.34","163.79","162.38","-0.20%"
"2018년 08월 31일","163.33","162.84","163.73","162.56","0.28%"
"2018년 08월 30일","162.88","162.91","163.10","162.22","0.04%"
"2018년 08월 29일","162.82","162.94","163.39","162.48","-0.06%"
"2018년 08월 28일","162.91","162.69","163.18","162.34","0.12%"
"2018년 08월 27일","162.72","163.70","164.05","162.51","-0.62%"
"2018년 08월 24일","163.73","163.42","164.05","162.28","0.13%"
"2018년 08월 23일","163.51","163.41","163.94","163.09","0.08%"
"2018년 08월 22일","163.38","163.15","163.90","162.97","0.19%"
"2018년 08월 21일","163.07","162.93","163.84","162.75","0.01%"
"2018년 08월 20일","163.05","162.75","164.06","162.70","0.15%"
"2018년 08월 17일","162.81","163.79","163.94","162.50","-0.59%"
"2018년 08월 16일","163.78","163.56","164.19","163.22","0.16%"
"2018년 08월 15일","163.52","163.85","164.56","163.46","-0.22%"
"2018년 08월 14일","163.88","164.96","165.09","163.76","-0.67%"
"2018년 08월 13일","164.99","165.07","165.75","164.32","-0.04%"
"2018년 08월 10일","165.06","164.70","165.47","164.33","0.19%"
"2018년 08월 09일","164.74","163.52","164.84","163.32","0.80%"
"2018년 08월 08일","163.44","163.46","164.54","163.26","-0.12%"
"2018년 08월 07일","163.64","164.41","164.68","163.52","-0.46%"
"2018년 08월 06일","164.40","164.40","165.42","164.21","0.00%"
"2018년 08월 03일","164.40","164.81","165.25","163.75","-0.29%"
"2018년 08월 02일","164.88","164.03","165.62","163.94","0.48%"
"2018년 08월 01일","164.09","163.38","165.12","163.28","0.42%"
"2018년 07월 31일","163.41","164.25","164.54","163.02","-0.37%"
"2018년 07월 30일","164.02","163.66","164.29","163.18","0.15%"
"2018년 07월 27일","163.77","165.51","165.70","163.47","-1.06%"
"2018년 07월 26일","165.53","165.15","166.35","164.98","0.25%"
"2018년 07월 25일","165.12","166.12","166.65","165.07","-0.53%"
"2018년 07월 24일","166.00","166.96","167.57","165.81","-0.58%"
"2018년 07월 23일","166.97","166.50","167.77","166.26","0.23%"
"2018년 07월 20일","166.58","167.58","168.15","166.50","-0.61%"
"2018년 07월 19일","167.60","168.40","168.71","167.38","-0.44%"
"2018년 07월 18일","168.34","168.01","168.94","167.87","0.18%"
"2018년 07월 17일","168.04","168.69","168.91","167.90","-0.37%"
"2018년 07월 16일","168.66","168.91","169.10","168.51","-0.14%"
"2018년 07월 13일","168.89","168.60","169.42","168.26","0.14%"
"2018년 07월 12일","168.66","168.86","169.57","168.23","-0.12%"
"2018년 07월 11일","168.87","168.18","169.68","167.94","0.48%"
"2018년 07월 10일","168.06","168.16","169.12","167.59","-0.13%"
"2018년 07월 09일","168.28","167.90","168.34","167.59","0.22%"
"2018년 07월 06일","167.91","168.64","169.11","167.61","-0.44%"
"2018년 07월 05일","168.65","168.28","169.01","168.09","0.20%"
"2018년 07월 04일","168.32","167.82","169.01","167.63","0.28%"
"2018년 07월 03일","167.85","167.81","168.49","166.85","0.03%"
"2018년 07월 02일","167.80","168.42","168.90","167.74","-0.36%"
"2018년 06월 29일","168.41","169.24","169.42","167.88","-0.47%"
"2018년 06월 28일","169.21","170.01","170.22","169.12","-0.53%"
"2018년 06월 27일","170.12","170.09","170.53","169.19","0.06%"
"2018년 06월 26일","170.01","170.54","170.95","169.86","-0.32%"
"2018년 06월 25일","170.56","170.93","171.93","170.46","-0.22%"
"2018년 06월 22일","170.93","171.03","171.63","170.31","-0.06%"
"2018년 06월 21일","171.03","171.48","171.60","170.35","-0.25%"
"2018년 06월 20일","171.46","171.38","171.66","170.65","0.01%"
"2018년 06월 19일","171.45","171.47","172.68","171.17","0.05%"
"2018년 06월 18일","171.37","171.25","171.97","170.95","0.01%"
"2018년 06월 15일","171.35","170.07","171.59","169.59","0.72%"
"2018년 06월 14일","170.13","169.75","170.26","169.00","0.23%"
"2018년 06월 13일","169.74","168.94","170.16","168.63","0.46%"
"2018년 06월 12일","168.96","168.26","169.06","167.61","0.44%"
"2018년 06월 11일","168.22","167.75","168.35","167.34","0.26%"
"2018년 06월 08일","167.78","167.81","168.36","167.47","0.02%"
"2018년 06월 07일","167.74","166.96","168.06","166.78","0.44%"
"2018년 06월 06일","167.00","167.35","167.47","166.77","-0.20%"
"2018년 06월 05일","167.34","166.91","167.56","166.63","0.20%"
"2018년 06월 04일","167.00","167.08","167.31","166.69","0.03%"
"2018년 06월 01일","166.95","168.63","168.75","166.86","-0.96%"
"2018년 05월 31일","168.57","167.74","168.94","167.54","0.46%"
"2018년 05월 30일","167.80","169.02","169.17","167.76","-0.69%"
"2018년 05월 29일","168.97","168.05","169.26","167.82","0.56%"
"2018년 05월 28일","168.03","168.68","168.68","167.66","-0.41%"
"2018년 05월 25일","168.72","169.56","169.79","168.34","-0.51%"
"2018년 05월 24일","169.59","168.67","170.32","168.37","0.58%"
"2018년 05월 23일","168.62","169.06","169.78","168.54","-0.26%"
"2018년 05월 22일","169.06","168.78","169.35","168.60","0.14%"
"2018년 05월 21일","168.82","169.47","170.49","168.81","-0.40%"
"2018년 05월 18일","169.49","170.04","170.27","169.07","-0.32%"
"2018년 05월 17일","170.03","169.16","170.25","168.97","0.52%"
"2018년 05월 16일","169.15","169.47","170.15","168.97","-0.19%"
"2018년 05월 15일","169.47","168.94","169.74","168.56","0.31%"
"2018년 05월 14일","168.94","168.64","168.99","168.07","0.20%"
"2018년 05월 11일","168.61","167.74","168.87","167.58","0.45%"
"2018년 05월 10일","167.86","169.70","170.02","167.65","-1.06%"
"2018년 05월 09일","169.65","169.34","170.17","169.06","0.21%"
"2018년 05월 08일","169.30","169.61","169.82","169.06","-0.20%"
"2018년 05월 07일","169.64","168.84","170.09","168.63","0.49%"
"2018년 05월 04일","168.81","169.34","170.03","168.71","-0.28%"
"2018년 05월 03일","169.28","169.73","170.06","168.87","-0.26%"
"2018년 05월 02일","169.72","169.51","169.88","168.81","0.13%"
"2018년 05월 01일","169.50","169.00","169.77","168.85","0.28%"
"2018년 04월 30일","169.02","168.56","169.22","168.32","0.24%"
"2018년 04월 27일","168.61","170.03","170.46","168.34","-0.86%"
"2018년 04월 26일","170.07","171.06","171.19","170.00","-0.58%"
"2018년 04월 25일","171.06","170.82","171.76","170.52","0.14%"
"2018년 04월 24일","170.82","171.21","171.27","170.33","-0.20%"
"2018년 04월 23일","171.16","170.12","171.37","169.54","0.62%"
"2018년 04월 20일","170.11","169.94","170.63","169.62","0.09%"
"2018년 04월 19일","169.96","169.77","170.23","168.99","0.12%"
"2018년 04월 18일","169.76","169.86","170.17","169.43","-0.05%"
"2018년 04월 17일","169.85","170.60","170.71","169.81","-0.43%"
"2018년 04월 16일","170.59","170.75","171.25","170.50","-0.11%"
"2018년 04월 13일","170.78","170.19","171.00","169.82","0.32%"
"2018년 04월 12일","170.24","170.18","170.93","169.97","0.04%"
"2018년 04월 11일","170.18","169.47","170.46","169.38","0.42%"
"2018년 04월 10일","169.47","169.60","170.09","169.19","-0.08%"
"2018년 04월 09일","169.60","169.91","170.09","169.25","-0.13%"
"2018년 04월 06일","169.82","168.54","170.14","168.49","0.77%"
"2018년 04월 05일","168.53","167.84","168.78","167.71","0.41%"
"2018년 04월 04일","167.84","167.69","169.03","167.63","0.07%"
"2018년 04월 03일","167.72","168.32","168.79","167.68","-0.36%"
"2018년 04월 02일","168.32","168.99","169.38","167.66","-0.47%"
"2018년 03월 30일","169.12","169.03","170.04","169.00","0.07%"
"2018년 03월 29일","169.01","169.00","169.74","168.69","-0.01%"
"2018년 03월 28일","169.03","171.06","171.13","168.81","-1.22%"
"2018년 03월 27일","171.12","171.46","171.94","170.56","-0.20%"
"2018년 03월 26일","171.47","171.67","172.10","170.90","-0.08%"
"2018년 03월 23일","171.60","170.71","172.03","170.40","0.54%"
"2018년 03월 22일","170.68","168.47","170.84","168.41","1.36%"
"2018년 03월 21일","168.39","169.22","169.64","168.27","-0.50%"
"2018년 03월 20일","169.23","169.48","169.84","168.79","-0.18%"
"2018년 03월 19일","169.53","168.94","169.73","168.82","0.32%"
"2018년 03월 16일","168.99","169.29","169.71","168.56","-0.13%"
"2018년 03월 15일","169.21","168.44","169.39","168.21","0.42%"
"2018년 03월 14일","168.50","168.78","169.24","168.13","-0.15%"
"2018년 03월 13일","168.76","168.25","169.04","168.00","0.30%"
"2018년 03월 12일","168.25","168.18","168.93","167.94","0.01%"
"2018년 03월 09일","168.24","169.38","169.44","168.15","-0.66%"
"2018년 03월 08일","169.36","168.76","169.67","168.67","0.36%"
"2018년 03월 07일","168.75","168.69","169.82","168.65","0.08%"
"2018년 03월 06일","168.62","169.73","170.11","167.41","-0.65%"
"2018년 03월 05일","169.72","170.08","171.09","169.62","-0.26%"
"2018년 03월 02일","170.16","170.32","171.16","169.72","-0.09%"
"2018년 03월 01일","170.31","171.38","171.74","170.01","-0.64%"
"2018년 02월 28일","171.41","171.29","171.44","170.75","0.12%"
"2018년 02월 27일","171.20","169.40","171.27","169.15","0.99%"
"2018년 02월 26일","169.52","169.95","170.36","169.37","-0.25%"
"2018년 02월 23일","169.94","170.24","170.57","169.74","-0.15%"
"2018년 02월 22일","170.19","169.47","171.10","169.43","0.41%"
"2018년 02월 21일","169.50","169.32","169.84","168.71","0.11%"
"2018년 02월 20일","169.32","168.15","169.50","168.13","0.70%"
"2018년 02월 19일","168.15","168.01","168.65","167.88","0.02%"
"2018년 02월 16일","168.11","167.61","168.45","167.27","0.29%"
"2018년 02월 15일","167.63","168.69","169.07","167.46","-0.63%"
"2018년 02월 14일","168.69","171.16","171.50","168.65","-1.42%"
"2018년 02월 13일","171.12","171.11","171.64","170.67","0.02%"
"2018년 02월 12일","171.09","172.31","172.56","171.06","-0.77%"
"2018년 02월 09일","172.41","173.34","173.47","172.12","-0.61%"
"2018년 02월 08일","173.47","173.91","174.01","171.57","-0.25%"
"2018년 02월 07일","173.90","172.00","174.00","171.93","1.16%"
"2018년 02월 06일","171.90","173.97","174.53","171.69","-1.24%"
"2018년 02월 05일","174.06","172.98","174.09","172.57","0.63%"
"2018년 02월 02일","172.97","170.05","173.10","169.94","1.75%"
"2018년 02월 01일","170.00","170.10","170.82","169.84","-0.09%"
"2018년 01월 31일","170.16","169.72","170.40","169.12","0.27%"
"2018년 01월 30일","169.71","168.98","170.09","168.79","0.43%"
"2018년 01월 29일","168.99","168.54","169.46","168.22","0.31%"
"2018년 01월 26일","168.46","168.53","168.90","167.82","-0.07%"
"2018년 01월 25일","168.58","167.12","168.76","166.95","0.83%"
"2018년 01월 24일","167.19","167.68","167.99","166.75","-0.29%"
"2018년 01월 23일","167.67","167.04","168.36","166.64","0.43%"
"2018년 01월 22일","166.96","166.63","167.39","166.45","0.14%"
"2018년 01월 19일","166.72","166.75","167.39","166.26","-0.02%"
"2018년 01월 18일","166.76","165.93","166.96","165.87","0.52%"
"2018년 01월 17일","165.89","165.14","166.47","164.86","0.41%"
"2018년 01월 16일","165.22","165.26","165.94","165.05","0.01%"
"2018년 01월 15일","165.20","163.59","165.67","163.44","0.69%"
"2018년 01월 12일","164.06","164.04","165.19","163.93","0.01%"
"2018년 01월 11일","164.04","164.37","164.88","163.55","-0.24%"
"2018년 01월 10일","164.43","164.15","164.54","163.81","0.16%"
"2018년 01월 09일","164.17","164.46","164.65","163.69","-0.16%"
"2018년 01월 08일","164.44","163.74","165.31","163.31","0.46%"
"2018년 01월 05일","163.68","163.51","164.14","163.26","0.06%"
"2018년 01월 04일","163.59","163.79","164.44","163.24","-0.09%"
"2018년 01월 03일","163.74","163.68","164.22","163.47","0.00%"
"2018년 01월 02일","163.74","163.97","164.50","163.20","-0.12%"
"2018년 01월 01일","163.93","164.04","164.10","163.78","-0.07%"
"2017년 12월 29일","164.04","163.79","164.44","163.38","0.14%"
"2017년 12월 28일","163.81","164.00","164.25","163.35","-0.11%"
"2017년 12월 27일","163.99","164.37","164.53","163.60","-0.26%"
"2017년 12월 26일","164.41","164.63","165.08","164.11","-0.13%"
"2017년 12월 25일","164.62","163.84","165.24","163.78","0.46%"
"2017년 12월 22일","163.86","164.12","164.63","163.61","-0.15%"
"2017년 12월 21일","164.10","164.26","164.99","163.76","-0.09%"
"2017년 12월 20일","164.25","164.31","164.72","163.91","-0.08%"
"2017년 12월 19일","164.38","164.14","164.70","163.82","0.14%"
"2017년 12월 18일","164.15","164.78","165.28","163.91","-0.37%"
"2017년 12월 15일","164.76","164.80","165.22","164.41","-0.02%"
"2017년 12월 14일","164.79","163.91","165.10","163.87","0.54%"
"2017년 12월 13일","163.90","165.04","165.41","163.78","-0.70%"
"2017년 12월 12일","165.06","164.50","165.22","164.34","0.33%"
"2017년 12월 11일","164.51","165.05","165.46","164.10","-0.33%"
"2017년 12월 08일","165.06","165.19","165.69","164.78","-0.09%"
"2017년 12월 07일","165.21","165.37","165.86","164.91","-0.10%"
"2017년 12월 06일","165.38","164.29","165.88","164.06","0.65%"
"2017년 12월 05일","164.31","164.12","164.65","163.71","0.13%"
"2017년 12월 04일","164.10","163.67","164.94","163.65","0.23%"
"2017년 12월 01일","163.73","164.55","164.93","163.54","-0.50%"
"2017년 11월 30일","164.56","163.81","165.28","163.59","0.51%"
"2017년 11월 29일","163.72","163.97","164.34","162.77","-0.20%"
"2017년 11월 28일","164.04","165.56","165.57","163.51","-0.88%"
"2017년 11월 27일","165.49","164.38","165.56","164.22","0.64%"
"2017년 11월 24일","164.43","164.60","165.19","164.08","-0.14%"
"2017년 11월 23일","164.66","164.38","165.62","164.37","0.22%"
"2017년 11월 22일","164.30","164.54","165.26","164.16","-0.17%"
"2017년 11월 21일","164.58","165.30","165.81","164.03","-0.46%"
"2017년 11월 20일","165.34","165.21","166.31","165.10","0.13%"
"2017년 11월 17일","165.13","165.44","165.91","164.96","-0.21%"
"2017년 11월 16일","165.47","166.94","167.31","165.03","-0.88%"
"2017년 11월 15일","166.94","168.15","168.50","166.50","-0.68%"
"2017년 11월 14일","168.09","168.62","168.88","167.81","-0.33%"
"2017년 11월 13일","168.65","168.59","169.06","168.49","-0.08%"
"2017년 11월 10일","168.78","168.51","168.88","168.12","0.21%"
"2017년 11월 09일","168.42","168.09","168.85","167.89","0.18%"
"2017년 11월 08일","168.12","167.79","168.38","167.69","0.21%"
"2017년 11월 07일","167.76","167.73","168.15","167.40","0.01%"
"2017년 11월 06일","167.75","168.08","168.71","167.47","-0.23%"
"2017년 11월 03일","168.14","168.34","168.66","167.97","-0.10%"
"2017년 11월 02일","168.31","168.37","169.12","167.93","-0.02%"
"2017년 11월 01일","168.34","168.54","168.80","167.91","-0.13%"
"2017년 10월 31일","168.56","169.22","169.32","168.21","-0.39%"
"2017년 10월 30일","169.22","169.31","169.66","169.09","-0.04%"
"2017년 10월 27일","169.28","169.88","170.47","169.18","-0.38%"
"2017년 10월 26일","169.93","169.85","170.03","169.09","0.03%"
"2017년 10월 25일","169.88","170.47","170.56","169.10","-0.32%"
"2017년 10월 24일","170.43","170.32","170.55","169.87","0.07%"
"2017년 10월 23일","170.31","171.01","171.54","170.03","-0.42%"
"2017년 10월 20일","171.03","170.66","171.57","170.57","0.21%"
"2017년 10월 19일","170.68","170.94","171.19","170.56","-0.15%"
"2017년 10월 18일","170.94","170.82","171.37","170.51","0.09%"
"2017년 10월 17일","170.79","171.22","171.80","170.52","-0.25%"
"2017년 10월 16일","171.22","171.29","171.74","170.88","-0.01%"
"2017년 10월 13일","171.24","171.92","172.32","170.96","-0.42%"
"2017년 10월 12일","171.96","171.89","172.54","171.61","0.03%"
"2017년 10월 11일","171.91","172.82","173.09","171.57","-0.49%"
"2017년 10월 10일","172.76","172.59","173.00","171.91","0.08%"
"2017년 10월 09일","172.63","172.22","172.88","172.03","0.28%"
"2017년 10월 06일","172.14","171.70","172.22","171.55","0.25%"
"2017년 10월 05일","171.71","171.79","171.96","170.94","-0.05%"
"2017년 10월 04일","171.79","171.83","171.93","171.09","-0.02%"
"2017년 10월 03일","171.83","172.33","172.82","171.50","-0.30%"
"2017년 10월 02일","172.34","172.12","172.62","172.00","0.12%"
"2017년 09월 29일","172.13","171.94","172.44","171.38","0.04%"
"2017년 09월 28일","172.06","172.54","172.94","171.78","-0.25%"
"2017년 09월 27일","172.49","171.31","172.53","171.25","0.68%"
"2017년 09월 26일","171.32","171.41","172.12","171.15","-0.04%"
"2017년 09월 25일","171.39","171.91","172.05","170.75","-0.31%"
"2017년 09월 22일","171.92","171.82","173.15","171.48","0.02%"
"2017년 09월 21일","171.89","172.11","172.55","171.66","-0.15%"
"2017년 09월 20일","172.14","171.84","172.47","171.22","0.19%"
"2017년 09월 19일","171.81","171.92","172.06","171.29","-0.03%"
"2017년 09월 18일","171.87","173.00","173.28","171.31","-0.62%"
"2017년 09월 15일","172.94","172.98","173.51","172.56","-0.05%"
"2017년 09월 14일","173.02","173.05","173.42","172.52","0.00%"
"2017년 09월 13일","173.02","172.73","173.17","172.44","0.18%"
"2017년 09월 12일","172.71","173.04","173.28","172.40","-0.23%"
"2017년 09월 11일","173.10","174.65","174.99","173.06","-0.89%"
"2017년 09월 08일","174.65","173.91","175.40","173.63","0.44%"
"2017년 09월 07일","173.88","173.69","174.19","172.96","0.13%"
"2017년 09월 06일","173.65","173.15","174.24","172.97","0.25%"
"2017년 09월 05일","173.21","173.54","173.81","172.37","-0.19%"
"2017년 09월 04일","173.54","171.02","173.69","170.68","1.48%"
"2017년 09월 01일","171.01","170.76","171.28","170.43","0.19%"
"2017년 08월 31일","170.69","170.44","171.14","170.29","0.13%"
"2017년 08월 30일","170.47","170.57","170.91","170.21","0.00%"
"2017년 08월 29일","170.47","169.31","171.00","169.31","0.72%"
"2017년 08월 28일","169.25","168.63","169.43","168.49","0.35%"
"2017년 08월 25일","168.66","169.38","169.94","168.50","-0.41%"
"2017년 08월 24일","169.35","169.33","169.69","169.10","0.01%"
"2017년 08월 23일","169.34","169.96","170.25","169.18","-0.37%"
"2017년 08월 22일","169.97","170.84","171.00","169.94","-0.51%"
"2017년 08월 21일","170.84","170.88","171.03","170.46","-0.01%"
"2017년 08월 18일","170.85","171.07","171.49","170.62","-0.18%"
"2017년 08월 17일","171.15","169.74","171.18","169.56","0.85%"
"2017년 08월 16일","169.71","169.92","171.07","169.68","-0.12%"
"2017년 08월 15일","169.91","170.78","170.90","169.79","-0.52%"
"2017년 08월 14일","170.79","171.25","171.50","170.26","-0.40%"
"2017년 08월 11일","171.48","171.93","172.66","171.00","-0.37%"
"2017년 08월 10일","172.12","170.53","172.49","170.32","0.82%"
"2017년 08월 09일","170.72","168.16","170.97","167.77","1.40%"
"2017년 08월 08일","168.37","167.54","168.45","167.34","0.41%"
"2017년 08월 07일","167.69","167.54","168.12","167.21","-0.04%"
"2017년 08월 04일","167.75","167.88","168.09","167.02","-0.19%"
"2017년 08월 03일","168.07","166.96","168.13","166.84","0.60%"
